city,date,rate
Hyderabad,24/05/2012,81.44
Hyderabad,03/06/2012,78.11
Hyderabad,29/06/2012,74.89
Hyderabad,24/07/2012,75.8
Hyderabad,25/07/2012,75.42
Hyderabad,09/10/2012,74.68
Hyderabad,27/10/2012,74.98
Hyderabad,16/11/2012,73.73
Hyderabad,18/01/2013,73.41
Hyderabad,16/02/2013,75.37
Hyderabad,02/03/2013,77.21
Hyderabad,16/03/2013,74.59
Hyderabad,02/04/2013,73.44
Hyderabad,16/04/2013,72.14
Hyderabad,01/05/2013,68.86
Hyderabad,01/06/2013,69.84
Hyderabad,16/06/2013,72.46
Hyderabad,29/06/2013,74.9
Hyderabad,15/07/2013,76.94
Hyderabad,01/08/2013,77.85
Hyderabad,01/09/2013,80.93
Hyderabad,14/09/2013,83.07
Hyderabad,01/10/2013,79.08
Hyderabad,01/11/2013,77.57
Hyderabad,21/12/2013,78.1
Hyderabad,04/01/2014,79.11
Hyderabad,01/03/2014,79.9
Hyderabad,01/04/2014,78.92
Hyderabad,16/04/2014,78
Hyderabad,07/06/2014,78.11
Hyderabad,25/06/2014,78.17
Hyderabad,01/07/2014,80.41
Hyderabad,01/08/2014,79.22
Hyderabad,15/08/2014,76.84
Hyderabad,31/08/2014,74.86
Hyderabad,01/10/2014,74.15
Hyderabad,15/10/2014,72.83
Hyderabad,01/11/2014,70.19
Hyderabad,01/12/2014,69.19
Hyderabad,16/12/2014,67.02
Hyderabad,17/01/2015,64.37
Hyderabad,01/02/2015,66.38
Hyderabad,04/02/2015,63.81
Hyderabad,06/02/2015,63.73
Hyderabad,16/02/2015,64.65
Hyderabad,01/03/2015,68.23
Hyderabad,02/04/2015,67.69
Hyderabad,15/04/2015,66.79
Hyderabad,01/05/2015,71.21
Hyderabad,16/05/2015,74.73
Hyderabad,16/06/2015,75.45
Hyderabad,01/07/2015,75.11
Hyderabad,15/07/2015,72.52
Hyderabad,01/08/2015,69.82
Hyderabad,15/08/2015,68.45
Hyderabad,01/09/2015,66.29
Hyderabad,01/11/2015,65.76
Hyderabad,16/11/2015,66.07
Hyderabad,01/12/2015,65.47
Hyderabad,16/12/2015,64.92
Hyderabad,01/01/2016,64.24
Hyderabad,16/01/2016,63.9
Hyderabad,01/02/2016,63.85
Hyderabad,17/02/2016,63.84
Hyderabad,09/03/2016,60.63
Hyderabad,17/03/2016,63.9
Hyderabad,05/04/2016,66.22
Hyderabad,16/04/2016,65.18
Hyderabad,01/05/2016,66.29
Hyderabad,17/05/2016,67.17
Hyderabad,01/06/2016,69.91
Hyderabad,16/06/2016,69.96
Hyderabad,01/07/2016,69.06
Hyderabad,15/07/2016,66.67
Hyderabad,01/08/2016,65.22
Hyderabad,15/08/2016,64.16
Hyderabad,01/09/2016,67.75
Hyderabad,15/09/2016,68.56
Hyderabad,01/10/2016,68.95
Hyderabad,05/10/2016,69.07
Hyderabad,15/10/2016,70.91
Hyderabad,06/11/2016,72.25
Hyderabad,16/11/2016,70.4
Hyderabad,01/12/2016,70.58
Hyderabad,17/12/2016,73.61
Hyderabad,01/01/2017,75.37
Hyderabad,16/01/2017,75.94
Hyderabad,01/04/2017,70.81
Hyderabad,16/04/2017,72.7
Hyderabad,01/05/2017,72.72
Hyderabad,16/05/2017,69.8
Hyderabad,01/06/2017,71.49
Hyderabad,16/06/2017,69.61
Hyderabad,19/06/2017,68.73
Hyderabad,20/06/2017,68.57
Hyderabad,21/06/2017,68.62
Hyderabad,22/06/2017,68.46
Hyderabad,23/06/2017,68.23
Hyderabad,26/06/2017,67.56
Hyderabad,27/06/2017,67.42
Hyderabad,28/06/2017,67.46
Hyderabad,29/06/2017,67.42
Hyderabad,30/06/2017,67.3
Hyderabad,03/07/2017,67.11
Hyderabad,04/07/2017,67.01
Hyderabad,05/07/2017,67.06
Hyderabad,06/07/2017,67.13
Hyderabad,07/07/2017,67.27
Hyderabad,10/07/2017,67.85
Hyderabad,11/07/2017,67.91
Hyderabad,12/07/2017,67.96
Hyderabad,13/07/2017,67.89
Hyderabad,14/07/2017,67.87
Hyderabad,17/07/2017,68.22
Hyderabad,18/07/2017,68.2
Hyderabad,19/07/2017,68.28
Hyderabad,20/07/2017,68.33
Hyderabad,21/07/2017,68.28
Hyderabad,24/07/2017,68.62
Hyderabad,25/07/2017,68.67
Hyderabad,26/07/2017,68.59
Hyderabad,27/07/2017,68.61
Hyderabad,28/07/2017,68.72
Hyderabad,31/07/2017,69.32
Hyderabad,01/08/2017,69.31
Hyderabad,04/08/2017,69.87
Hyderabad,07/08/2017,70.65
Hyderabad,08/08/2017,70.66
Hyderabad,09/08/2017,70.73
Hyderabad,10/08/2017,70.89
Hyderabad,11/08/2017,71.22
Hyderabad,14/08/2017,72.02
Hyderabad,16/08/2017,72.14
Hyderabad,17/08/2017,72.25
Hyderabad,18/08/2017,72.31
Hyderabad,21/08/2017,72.64
Hyderabad,22/08/2017,72.7
Hyderabad,23/08/2017,72.85
Hyderabad,24/08/2017,72.93
Hyderabad,28/08/2017,73.23
Hyderabad,29/08/2017,73.18
Hyderabad,30/08/2017,73.26
Hyderabad,31/08/2017,73.29
Hyderabad,01/09/2017,73.34
Hyderabad,04/09/2017,73.73
Hyderabad,05/09/2017,73.81
Hyderabad,07/09/2017,73.91
Hyderabad,08/09/2017,74
Hyderabad,11/09/2017,74.41
Hyderabad,12/09/2017,74.52
Hyderabad,13/09/2017,74.49
Hyderabad,14/09/2017,74.54
Hyderabad,15/09/2017,74.58
Hyderabad,19/09/2017,74.64
Hyderabad,20/09/2017,74.68
Hyderabad,21/09/2017,74.64
Hyderabad,22/09/2017,74.62
Hyderabad,25/09/2017,74.53
Hyderabad,26/09/2017,74.56
Hyderabad,27/09/2017,74.53
Hyderabad,28/09/2017,74.61
Hyderabad,29/09/2017,74.72
Hyderabad,03/10/2017,75.01
Hyderabad,04/10/2017,72.4
Hyderabad,05/10/2017,72.36
Hyderabad,06/10/2017,72.38
Hyderabad,09/10/2017,72.44
Hyderabad,10/10/2017,72.48
Hyderabad,11/10/2017,72.51
Hyderabad,12/10/2017,72.44
Hyderabad,13/10/2017,72.46
Hyderabad,16/10/2017,72.27
Hyderabad,17/10/2017,72.24
Hyderabad,18/10/2017,72.28
Hyderabad,24/10/2017,72.6
Hyderabad,25/10/2017,72.66
Hyderabad,26/10/2017,72.69
Hyderabad,30/10/2017,73.1
Hyderabad,31/10/2017,73.2
Hyderabad,02/11/2017,73.32
Hyderabad,03/11/2017,73.42
Hyderabad,06/11/2017,73.87
Hyderabad,07/11/2017,73.91
Hyderabad,09/11/2017,73.96
Hyderabad,10/11/2017,74.04
Hyderabad,13/11/2017,73.97
Hyderabad,14/11/2017,73.83
Hyderabad,15/11/2017,73.78
Hyderabad,16/11/2017,73.75
Hyderabad,17/11/2017,73.7
Hyderabad,20/11/2017,73.68
Hyderabad,21/11/2017,73.62
Hyderabad,22/11/2017,73.57
Hyderabad,23/11/2017,73.51
Hyderabad,24/11/2017,73.49
Hyderabad,27/11/2017,73.44
Hyderabad,28/11/2017,73.33
Hyderabad,29/11/2017,73.41
Hyderabad,30/11/2017,73.31
Hyderabad,01/12/2017,73.29
Hyderabad,05/12/2017,73.4
Hyderabad,06/12/2017,73.31
Hyderabad,07/12/2017,73.3
Hyderabad,08/12/2017,73.26
Hyderabad,11/12/2017,73.27
Hyderabad,12/12/2017,73.15
Hyderabad,13/12/2017,73.13
Hyderabad,15/12/2017,73.16
Hyderabad,18/12/2017,73.34
Hyderabad,19/12/2017,73.42
Hyderabad,20/12/2017,73.51
Hyderabad,21/12/2017,73.5
Hyderabad,22/12/2017,73.59
Hyderabad,26/12/2017,73.81
Hyderabad,27/12/2017,73.82
Hyderabad,28/12/2017,73.92
Hyderabad,29/12/2017,74.01
Hyderabad,01/01/2018,74.17
Hyderabad,02/01/2018,74.09
Hyderabad,03/01/2018,74.17
Hyderabad,05/01/2018,74.19
Hyderabad,08/01/2018,74.65
Hyderabad,09/01/2018,74.7
Hyderabad,10/01/2018,74.78
Hyderabad,11/01/2018,74.82
Hyderabad,12/01/2018,74.88
Hyderabad,15/01/2018,75.35
Hyderabad,16/01/2018,75.45
Hyderabad,17/01/2018,75.57
Hyderabad,18/01/2018,75.75
Hyderabad,19/01/2018,75.9
Hyderabad,22/01/2018,76.47
Hyderabad,23/01/2018,76.63
Hyderabad,24/01/2018,76.68
Hyderabad,25/01/2018,76.74
Hyderabad,29/01/2018,77.11
Hyderabad,30/01/2018,77.2
Hyderabad,01/02/2018,77.34
Hyderabad,02/02/2018,77.39
Hyderabad,05/02/2018,77.61
Hyderabad,06/02/2018,77.69
Hyderabad,08/02/2018,77.68
Hyderabad,09/02/2018,77.66
Hyderabad,12/02/2018,77.29
Hyderabad,13/02/2018,77.22
Hyderabad,15/02/2018,77.06
Hyderabad,16/02/2018,76.77
Hyderabad,19/02/2018,76.14
Hyderabad,20/02/2018,75.93
Hyderabad,21/02/2018,75.92
Hyderabad,22/02/2018,75.9
Hyderabad,23/02/2018,75.81
Hyderabad,26/02/2018,75.72
Hyderabad,27/02/2018,75.7
Hyderabad,01/03/2018,75.84
Hyderabad,02/03/2018,76.03
Hyderabad,05/03/2018,76.64
Hyderabad,06/03/2018,76.71
Hyderabad,09/03/2018,76.75
Hyderabad,12/03/2018,76.78
Hyderabad,13/03/2018,76.8
Hyderabad,15/03/2018,76.78
Hyderabad,16/03/2018,76.69
Hyderabad,19/03/2018,76.5
Hyderabad,20/03/2018,76.51
Hyderabad,22/03/2018,76.57
Hyderabad,23/03/2018,76.62
Hyderabad,26/03/2018,77.14
Hyderabad,27/03/2018,77.25
Hyderabad,29/03/2018,77.44
Hyderabad,30/03/2018,77.69
Hyderabad,02/04/2018,78.21
Hyderabad,03/04/2018,78.35
Hyderabad,05/04/2018,78.39
Hyderabad,09/04/2018,78.4
Hyderabad,10/04/2018,78.39
Hyderabad,12/04/2018,78.34
Hyderabad,13/04/2018,78.31
Hyderabad,16/04/2018,78.43
Hyderabad,19/04/2018,78.48
Hyderabad,20/04/2018,78.49
Hyderabad,23/04/2018,78.94
Hyderabad,24/04/2018,79.08
Hyderabad,14/05/2018,79.27
Hyderabad,15/05/2018,79.43
Hyderabad,16/05/2018,79.59
Hyderabad,17/05/2018,79.82
Hyderabad,18/05/2018,79.27
Hyderabad,21/05/2018,81.15
Hyderabad,22/05/2018,81.47
Hyderabad,23/05/2018,81.79
Hyderabad,24/05/2018,82.11
Hyderabad,25/05/2018,82.49
Hyderabad,26/05/2018,82.64
Hyderabad,27/05/2018,82.8
Hyderabad,28/05/2018,82.96
Hyderabad,29/05/2018,83.13
Hyderabad,31/05/2018,83.04
Hyderabad,01/06/2018,82.98
Hyderabad,02/06/2018,82.88
Hyderabad,03/06/2018,82.79
Hyderabad,04/06/2018,82.63
Hyderabad,05/06/2018,82.49
Hyderabad,06/06/2018,82.37
Hyderabad,07/06/2018,82.28
Hyderabad,08/06/2018,82.05
Hyderabad,09/06/2018,81.63
Hyderabad,10/06/2018,81.37
Hyderabad,11/06/2018,81.16
Hyderabad,12/06/2018,81
Hyderabad,15/06/2018,80.92
Hyderabad,19/06/2018,80.83
Hyderabad,21/06/2018,80.71
Hyderabad,22/06/2018,80.57
Hyderabad,23/06/2018,80.47
Hyderabad,24/06/2018,80.32
Hyderabad,25/06/2018,80.22
Hyderabad,26/06/2018,80.07
Hyderabad,05/07/2018,80.24
Hyderabad,06/07/2018,80.39
Hyderabad,09/07/2018,80.93
Hyderabad,10/07/2018,81.11
Hyderabad,12/07/2018,81.17
Hyderabad,13/07/2018,81.35
Hyderabad,16/07/2018,81.44
Hyderabad,20/07/2018,81.27
Hyderabad,23/07/2018,80.93
Hyderabad,24/07/2018,80.86
Hyderabad,30/07/2018,80.88
Hyderabad,31/07/2018,80.94
Hyderabad,02/08/2018,81.08
Hyderabad,03/08/2018,81.16
Hyderabad,06/08/2018,81.66
Hyderabad,07/08/2018,81.75
Hyderabad,13/08/2018,81.84
Hyderabad,16/08/2018,81.89
Hyderabad,20/08/2018,82.21
Hyderabad,21/08/2018,82.3
Hyderabad,24/08/2018,82.4
Hyderabad,25/08/2018,76.47
Hyderabad,26/08/2018,76.55
Hyderabad,27/08/2018,82.66
Hyderabad,28/08/2018,82.8
Hyderabad,29/08/2018,82.94
Hyderabad,30/08/2018,83.07
Hyderabad,31/08/2018,83.3
Hyderabad,03/09/2018,84.01
Hyderabad,04/09/2018,84.18
Hyderabad,06/09/2018,84.4
Hyderabad,07/09/2018,84.91
Hyderabad,10/09/2018,85.69
Hyderabad,11/09/2018,85.84
Hyderabad,13/09/2018,85.98
Hyderabad,14/09/2018,86.28
Hyderabad,15/09/2018,86.65
Hyderabad,16/09/2018,86.95
Hyderabad,17/09/2018,87.11
Hyderabad,18/09/2018,87.21
Hyderabad,20/09/2018,87.28
Hyderabad,21/09/2018,87.38
Hyderabad,23/09/2018,87.67
Hyderabad,24/09/2018,87.79
Hyderabad,25/09/2018,87.94
Hyderabad,27/09/2018,88.09
Hyderabad,28/09/2018,88.32
Hyderabad,30/09/2018,88.61
Hyderabad,01/10/2018,88.85
Hyderabad,02/10/2018,88.96
Hyderabad,04/10/2018,89.11
Hyderabad,05/10/2018,86.45
Hyderabad,06/10/2018,86.65
Hyderabad,07/10/2018,86.79
Hyderabad,08/10/2018,87.02
Hyderabad,09/10/2018,87.26
Hyderabad,11/10/2018,87.37
Hyderabad,12/10/2018,87.5
Hyderabad,13/10/2018,87.69
Hyderabad,14/10/2018,87.75
Hyderabad,16/10/2018,87.87
Hyderabad,18/10/2018,87.64
Hyderabad,19/10/2018,87.39
Hyderabad,20/10/2018,86.98
Hyderabad,22/10/2018,86.39
Hyderabad,23/10/2018,86.28
Hyderabad,24/10/2018,86.19
Hyderabad,25/10/2018,86.03
Hyderabad,26/10/2018,85.76
Hyderabad,29/10/2018,84.6
Hyderabad,30/10/2018,84.38
Hyderabad,01/11/2018,84.19
Hyderabad,02/11/2018,84.02
Hyderabad,05/11/2018,83.39
Hyderabad,06/11/2018,83.24
Hyderabad,12/11/2018,82.33
Hyderabad,13/11/2018,82.19
Hyderabad,15/11/2018,82.03
Hyderabad,16/11/2018,81.84
Hyderabad,19/11/2018,81.23
Hyderabad,20/11/2018,81.08
Hyderabad,22/11/2018,80.64
Hyderabad,23/11/2018,80.22
Hyderabad,26/11/2018,79.07
Hyderabad,27/11/2018,78.62
Hyderabad,28/11/2018,78.09
Hyderabad,29/11/2018,77.74
Hyderabad,30/11/2018,77.35
Hyderabad,01/12/2018,76.98
Hyderabad,02/12/2018,76.64
Hyderabad,03/12/2018,76.31
Hyderabad,04/12/2018,76.09
Hyderabad,06/12/2018,75.66
Hyderabad,07/12/2018,75.24
Hyderabad,10/12/2018,74.59
Hyderabad,11/12/2018,74.42
Hyderabad,13/12/2018,74.51
Hyderabad,17/12/2018,74.77
Hyderabad,18/12/2018,74.88
Hyderabad,21/12/2018,74.69
Hyderabad,24/12/2018,74.06
Hyderabad,25/12/2018,73.98
Hyderabad,27/12/2018,73.93
Hyderabad,28/12/2018,73.73
Hyderabad,31/12/2018,72.97
Hyderabad,02/01/2019,72.87
Hyderabad,04/01/2019,72.64
Hyderabad,07/01/2019,72.71
Hyderabad,10/01/2019,73.11
Hyderabad,11/01/2019,73.31
Hyderabad,14/01/2019,74.44
Hyderabad,16/01/2019,74.65
Hyderabad,17/01/2019,74.8
Hyderabad,18/01/2019,74.89
Hyderabad,21/01/2019,75.51
Hyderabad,22/01/2019,75.65
Hyderabad,29/01/2019,75.57
Hyderabad,31/01/2019,75.46
Hyderabad,01/02/2019,75.21
Hyderabad,05/02/2019,74.68
Hyderabad,08/02/2019,74.62
Hyderabad,11/02/2019,74.56
Hyderabad,14/02/2019,74.63
Hyderabad,15/02/2019,74.7
Hyderabad,18/02/2019,75.18
Hyderabad,19/02/2019,75.29
Hyderabad,22/02/2019,75.59
Hyderabad,25/02/2019,75.89
Hyderabad,26/02/2019,75.99
Hyderabad,28/02/2019,76.06
Hyderabad,01/03/2019,76.17
Hyderabad,04/03/2019,76.56
Hyderabad,05/03/2019,76.63
Hyderabad,11/03/2019,76.86
Hyderabad,12/03/2019,76.81
Hyderabad,14/03/2019,76.89
Hyderabad,15/03/2019,76.96
Hyderabad,18/03/2019,77.2
Hyderabad,21/03/2019,77.13
Hyderabad,22/03/2019,77.18
Hyderabad,23/03/2019,77.24
Hyderabad,24/03/2019,77.29
Hyderabad,28/03/2019,77.24
Hyderabad,01/04/2019,77.32
Hyderabad,05/04/2019,77.37
Hyderabad,08/04/2019,77.31
Hyderabad,09/04/2019,77.25
Hyderabad,12/04/2019,77.32
Hyderabad,15/04/2019,77.44
Hyderabad,16/04/2019,77.39
Hyderabad,20/04/2019,77.47
Hyderabad,22/04/2019,77.41
Hyderabad,25/04/2019,77.49
Hyderabad,27/04/2019,77.55
Hyderabad,30/04/2019,77.6
Hyderabad,02/05/2019,77.53
Hyderabad,04/05/2019,77.54
Hyderabad,05/05/2019,77.47
Hyderabad,06/05/2019,77.4
Hyderabad,09/05/2019,77.23
Hyderabad,10/05/2019,77.01
Hyderabad,11/05/2019,76.5
Hyderabad,12/05/2019,76.05
Hyderabad,13/05/2019,75.73
Hyderabad,14/05/2019,75.47
Hyderabad,17/05/2019,75.38
Hyderabad,18/05/2019,75.31
Hyderabad,20/05/2019,75.4
Hyderabad,21/05/2019,75.45
Hyderabad,23/05/2019,75.54
Hyderabad,24/05/2019,75.69
Hyderabad,25/05/2019,75.84
Hyderabad,26/05/2019,75.99
Hyderabad,27/05/2019,76.09
Hyderabad,28/05/2019,76.19
Hyderabad,30/05/2019,76.12
Hyderabad,31/05/2019,76.05
Hyderabad,02/06/2019,75.96
Hyderabad,03/06/2019,75.75
Hyderabad,04/06/2019,75.67
Hyderabad,06/06/2019,75.5
Hyderabad,07/06/2019,75.37
Hyderabad,10/06/2019,74.82
Hyderabad,13/06/2019,74.74
Hyderabad,14/06/2019,74.56
Hyderabad,15/06/2019,74.36
Hyderabad,16/06/2019,74.29
Hyderabad,24/06/2019,74.42
Hyderabad,27/06/2019,74.5
Hyderabad,28/06/2019,74.55
Hyderabad,29/06/2019,74.66
Hyderabad,30/06/2019,74.76
Hyderabad,01/07/2019,74.86
Hyderabad,02/07/2019,74.94
Hyderabad,06/07/2019,77.53
Hyderabad,09/07/2019,77.48
Hyderabad,13/07/2019,77.57
Hyderabad,14/07/2019,77.67
Hyderabad,15/07/2019,77.8
Hyderabad,16/07/2019,77.87
Hyderabad,18/07/2019,77.95
Hyderabad,23/07/2019,78.02
Hyderabad,25/07/2019,77.95
Hyderabad,26/07/2019,77.89
Hyderabad,27/07/2019,77.84
Hyderabad,28/07/2019,77.73
Hyderabad,29/07/2019,77.57
Hyderabad,30/07/2019,77.43
Hyderabad,01/08/2019,77.37
Hyderabad,02/08/2019,77.2
Hyderabad,03/08/2019,77.12
Hyderabad,04/08/2019,77.03
Hyderabad,05/08/2019,76.87
Hyderabad,06/08/2019,76.78
Hyderabad,08/08/2019,76.72
Hyderabad,09/08/2019,76.56
Hyderabad,11/08/2019,76.47
Hyderabad,18/08/2019,76.38
Hyderabad,19/08/2019,76.31
Hyderabad,24/08/2019,76.39
Hyderabad,25/08/2019,76.47
Hyderabad,26/08/2019,76.55
Hyderabad,27/08/2019,76.55
Hyderabad,29/08/2019,76.49
Hyderabad,05/09/2019,76.46
Hyderabad,06/09/2019,76.36
Hyderabad,07/09/2019,76.27
Hyderabad,08/09/2019,76.2
Hyderabad,10/09/2019,76.26
Hyderabad,12/09/2019,76.32
Hyderabad,13/09/2019,76.4
Hyderabad,14/09/2019,76.48
Hyderabad,15/09/2019,76.54
Hyderabad,17/09/2019,76.69
Hyderabad,18/09/2019,76.96
Hyderabad,19/09/2019,77.27
Hyderabad,20/09/2019,77.64
Hyderabad,21/09/2019,77.95
Hyderabad,22/09/2019,78.23
Hyderabad,23/09/2019,78.54
Hyderabad,24/09/2019,78.77
Hyderabad,26/09/2019,78.84
Hyderabad,27/09/2019,79
Hyderabad,30/09/2019,79.08
Hyderabad,01/10/2019,79.31
Hyderabad,03/10/2019,79.21
Hyderabad,04/10/2019,79.01
Hyderabad,05/10/2019,78.71
Hyderabad,07/10/2019,78.41
Hyderabad,08/10/2019,78.23
Hyderabad,10/10/2019,78.18
Hyderabad,11/10/2019,78.05
Hyderabad,12/10/2019,77.94
Hyderabad,15/10/2019,77.89
Hyderabad,22/10/2019,77.84
Hyderabad,24/10/2019,77.78
Hyderabad,25/10/2019,77.67
Hyderabad,26/10/2019,77.58
Hyderabad,29/10/2019,77.52
Hyderabad,01/11/2019,77.39
Hyderabad,02/11/2019,77.31
Hyderabad,03/11/2019,77.26
Hyderabad,04/11/2019,77.17
Hyderabad,05/11/2019,77.11
Hyderabad,08/11/2019,77.22
Hyderabad,09/11/2019,77.38
Hyderabad,10/11/2019,77.59
Hyderabad,11/11/2019,77.75
Hyderabad,13/11/2019,77.86
Hyderabad,14/11/2019,78.02
Hyderabad,15/11/2019,78.21
Hyderabad,16/11/2019,78.36
Hyderabad,17/11/2019,78.48
Hyderabad,18/11/2019,78.65
Hyderabad,19/11/2019,78.81
Hyderabad,22/11/2019,78.97
Hyderabad,23/11/2019,79.07
Hyderabad,24/11/2019,79.17
Hyderabad,25/11/2019,79.3
Hyderabad,26/11/2019,79.41
Hyderabad,29/11/2019,79.46
Hyderabad,30/11/2019,79.513
Hyderabad,01/12/2019,79.64
Hyderabad,07/12/2019,79.55
Hyderabad,08/12/2019,79.64
Hyderabad,09/12/2019,79.69
Hyderabad,10/12/2019,79.7
Hyderabad,12/12/2019,79.65
Hyderabad,13/12/2019,79.59
Hyderabad,14/12/2019,79.53
Hyderabad,15/12/2019,79.43
Hyderabad,16/12/2019,79.38
Hyderabad,17/12/2019,79.33
Hyderabad,19/12/2019,79.31
Hyderabad,26/12/2019,79.36
Hyderabad,27/12/2019,79.43
Hyderabad,29/12/2019,79.58
Hyderabad,30/12/2019,79.75
Hyderabad,31/12/2019,79.85
Hyderabad,02/01/2020,79.99
Hyderabad,03/01/2020,80.1
Hyderabad,04/01/2020,80.2
Hyderabad,05/01/2020,80.3
Hyderabad,06/01/2020,80.46
Hyderabad,07/01/2020,80.61
Hyderabad,08/01/2020,80.51
Hyderabad,09/01/2020,80.59
Hyderabad,10/01/2020,80.74
Hyderabad,11/01/2020,80.8
Hyderabad,12/01/2020,80.7
Hyderabad,13/01/2020,80.57
Hyderabad,14/01/2020,80.47
Hyderabad,16/01/2020,80.31
Hyderabad,17/01/2020,80.16
Hyderabad,18/01/2020,80
Hyderabad,19/01/2020,79.82
Hyderabad,20/01/2020,79.7
Hyderabad,21/01/2020,79.54
Hyderabad,22/01/2020,79.54
Hyderabad,23/01/2020,79.36
Hyderabad,24/01/2020,79.14
Hyderabad,25/01/2020,78.89
Hyderabad,26/01/2020,78.59
Hyderabad,27/01/2020,78.35
Hyderabad,28/01/2020,78.24
Hyderabad,29/01/2020,78.24
Hyderabad,30/01/2020,78
Hyderabad,31/01/2020,77.89
Hyderabad,01/02/2020,77.74
Hyderabad,02/02/2020,77.64
Hyderabad,03/02/2020,77.58
Hyderabad,04/02/2020,77.53
Hyderabad,05/02/2020,77.53
Hyderabad,06/02/2020,77.42
Hyderabad,07/02/2020,77.2
Hyderabad,08/02/2020,76.96
Hyderabad,09/02/2020,76.72
Hyderabad,10/02/2020,76.58
Hyderabad,11/02/2020,76.41
Hyderabad,12/02/2020,76.41
Hyderabad,13/02/2020,76.41
Hyderabad,14/02/2020,76.41
Hyderabad,15/02/2020,76.41
Hyderabad,17/02/2020,76.41
Hyderabad,18/02/2020,76.36
Hyderabad,19/02/2020,76.36
Hyderabad,20/02/2020,76.36
Hyderabad,21/02/2020,76.36
Hyderabad,24/02/2020,76.48
Hyderabad,25/02/2020,76.48
Hyderabad,26/02/2020,76.48
Hyderabad,27/02/2020,76.43
Hyderabad,28/02/2020,76.43
Hyderabad,29/02/2020,76.36
Hyderabad,01/03/2020,76.21
Hyderabad,02/03/2020,75.97
Hyderabad,03/03/2020,75.92
Hyderabad,04/03/2020,75.92
Hyderabad,05/03/2020,75.76
Hyderabad,06/03/2020,75.6
Hyderabad,07/03/2020,75.47
Hyderabad,08/03/2020,75.27
Hyderabad,09/03/2020,75.02
Hyderabad,10/03/2020,74.72
Hyderabad,11/03/2020,74.72
Hyderabad,12/03/2020,74.54
Hyderabad,13/03/2020,74.39
Hyderabad,14/03/2020,74.26
Hyderabad,15/03/2020,74.12
Hyderabad,16/03/2020,73.95
Hyderabad,17/03/2020,73.95
Hyderabad,18/03/2020,73.95
Hyderabad,19/03/2020,73.95
Hyderabad,20/03/2020,73.95
Hyderabad,21/03/2020,73.95
Hyderabad,22/03/2020,73.95
Hyderabad,23/03/2020,73.95
Hyderabad,24/03/2020,73.95
Hyderabad,25/03/2020,73.95
Hyderabad,26/03/2020,73.95
Hyderabad,27/03/2020,73.95
Hyderabad,28/03/2020,73.95
Hyderabad,29/03/2020,73.95
Hyderabad,30/03/2020,73.95
Hyderabad,31/03/2020,73.95
Hyderabad,01/04/2020,73.95
Hyderabad,02/04/2020,73.95
