city,date,rate
Chandigarh,15/09/2018,78.68
Chandigarh,16/09/2018,78.94
Chandigarh,17/09/2018,79.09
Chandigarh,18/09/2018,79.18
Chandigarh,20/09/2018,79.24
Chandigarh,21/09/2018,79.34
Chandigarh,23/09/2018,79.6
Chandigarh,24/09/2018,79.71
Chandigarh,25/09/2018,79.84
Chandigarh,27/09/2018,79.98
Chandigarh,28/09/2018,80.19
Chandigarh,30/09/2018,80.45
Chandigarh,01/10/2018,80.67
Chandigarh,02/10/2018,80.77
Chandigarh,04/10/2018,80.9
Chandigarh,05/10/2018,78.5
Chandigarh,06/10/2018,77.17
Chandigarh,07/10/2018,77.3
Chandigarh,08/10/2018,77.5
Chandigarh,09/10/2018,77.72
Chandigarh,11/10/2018,77.81
Chandigarh,12/10/2018,77.92
Chandigarh,13/10/2018,78.09
Chandigarh,14/10/2018,78.15
Chandigarh,16/10/2018,78.25
Chandigarh,18/10/2018,78.05
Chandigarh,19/10/2018,77.83
Chandigarh,20/10/2018,77.46
Chandigarh,22/10/2018,76.94
Chandigarh,23/10/2018,76.85
Chandigarh,24/10/2018,76.76
Chandigarh,25/10/2018,76.62
Chandigarh,26/10/2018,76.39
Chandigarh,29/10/2018,75.35
Chandigarh,30/10/2018,75.16
Chandigarh,01/11/2018,75
Chandigarh,02/11/2018,74.85
Chandigarh,05/11/2018,74.29
Chandigarh,06/11/2018,74.16
Chandigarh,12/11/2018,73.35
Chandigarh,13/11/2018,73.23
Chandigarh,15/11/2018,73.09
Chandigarh,16/11/2018,72.92
Chandigarh,19/11/2018,72.37
Chandigarh,20/11/2018,72.24
Chandigarh,22/11/2018,71.85
Chandigarh,23/11/2018,71.48
Chandigarh,26/11/2018,70.46
Chandigarh,27/11/2018,70.06
Chandigarh,28/11/2018,69.59
Chandigarh,29/11/2018,69.28
Chandigarh,30/11/2018,68.94
Chandigarh,01/12/2018,68.6
Chandigarh,02/12/2018,68.31
Chandigarh,03/12/2018,68.01
Chandigarh,04/12/2018,67.82
Chandigarh,06/12/2018,67.44
Chandigarh,07/12/2018,67.06
Chandigarh,10/12/2018,66.49
Chandigarh,11/12/2018,66.34
Chandigarh,13/12/2018,66.42
Chandigarh,17/12/2018,66.65
Chandigarh,18/12/2018,66.74
Chandigarh,21/12/2018,66.58
Chandigarh,24/12/2018,66.02
Chandigarh,25/12/2018,65.95
Chandigarh,27/12/2018,65.9
Chandigarh,28/12/2018,65.73
Chandigarh,31/12/2018,65.06
Chandigarh,02/01/2019,64.96
Chandigarh,04/01/2019,64.77
Chandigarh,07/01/2019,64.82
Chandigarh,10/01/2019,65.18
Chandigarh,11/01/2019,65.36
Chandigarh,14/01/2019,66.36
Chandigarh,16/01/2019,66.55
Chandigarh,17/01/2019,66.68
Chandigarh,18/01/2019,66.75
Chandigarh,21/01/2019,67.31
Chandigarh,22/01/2019,67.43
Chandigarh,29/01/2019,67.35
Chandigarh,31/01/2019,67.26
Chandigarh,01/02/2019,67.04
Chandigarh,05/02/2019,66.57
Chandigarh,08/02/2019,66.51
Chandigarh,11/02/2019,66.47
Chandigarh,14/02/2019,66.52
Chandigarh,15/02/2019,66.59
Chandigarh,18/02/2019,67.01
Chandigarh,19/02/2019,67.1
Chandigarh,22/02/2019,67.37
Chandigarh,25/02/2019,67.63
Chandigarh,26/02/2019,67.72
Chandigarh,28/02/2019,67.79
Chandigarh,01/03/2019,67.88
Chandigarh,04/03/2019,68.22
Chandigarh,05/03/2019,68.29
Chandigarh,11/03/2019,68.5
Chandigarh,12/03/2019,68.45
Chandigarh,14/03/2019,68.52
Chandigarh,15/03/2019,68.58
Chandigarh,18/03/2019,68.8
Chandigarh,21/03/2019,68.73
Chandigarh,22/03/2019,68.78
Chandigarh,23/03/2019,68.83
Chandigarh,24/03/2019,68.87
Chandigarh,28/03/2019,68.83
Chandigarh,01/04/2019,68.9
Chandigarh,05/04/2019,68.94
Chandigarh,08/04/2019,68.89
Chandigarh,09/04/2019,68.84
Chandigarh,12/04/2019,68.9
Chandigarh,15/04/2019,69.01
Chandigarh,16/04/2019,68.96
Chandigarh,20/04/2019,69.03
Chandigarh,22/04/2019,68.98
Chandigarh,25/04/2019,69.05
Chandigarh,27/04/2019,69.1
Chandigarh,30/04/2019,69.15
Chandigarh,02/05/2019,69.08
Chandigarh,04/05/2019,69.09
Chandigarh,05/05/2019,69.03
Chandigarh,06/05/2019,68.97
Chandigarh,09/05/2019,68.82
Chandigarh,10/05/2019,68.62
Chandigarh,11/05/2019,68.17
Chandigarh,12/05/2019,67.77
Chandigarh,13/05/2019,67.49
Chandigarh,14/05/2019,67.25
Chandigarh,17/05/2019,67.18
Chandigarh,18/05/2019,67.11
Chandigarh,20/05/2019,67.2
Chandigarh,21/05/2019,67.25
Chandigarh,23/05/2019,67.32
Chandigarh,24/05/2019,67.45
Chandigarh,25/05/2019,67.58
Chandigarh,26/05/2019,67.72
Chandigarh,27/05/2019,67.81
Chandigarh,28/05/2019,67.89
Chandigarh,30/05/2019,67.84
Chandigarh,31/05/2019,67.77
Chandigarh,01/06/2019,67.69
Chandigarh,02/06/2019,67.58
Chandigarh,03/06/2019,67.39
Chandigarh,04/06/2019,67.33
Chandigarh,06/06/2019,67.18
Chandigarh,07/06/2019,67.05
Chandigarh,10/06/2019,66.57
Chandigarh,13/06/2019,66.5
Chandigarh,14/06/2019,66.34
Chandigarh,15/06/2019,66.16
Chandigarh,16/06/2019,66.1
Chandigarh,24/06/2019,66.22
Chandigarh,27/06/2019,66.28
Chandigarh,28/06/2019,66.33
Chandigarh,29/06/2019,66.43
Chandigarh,30/06/2019,66.52
Chandigarh,01/07/2019,66.61
Chandigarh,02/07/2019,66.67
Chandigarh,06/07/2019,68.97
Chandigarh,09/07/2019,68.92
Chandigarh,13/07/2019,69.01
Chandigarh,14/07/2019,69.09
Chandigarh,15/07/2019,69.21
Chandigarh,16/07/2019,69.27
Chandigarh,18/07/2019,69.35
Chandigarh,23/07/2019,69.4
Chandigarh,25/07/2019,69.35
Chandigarh,26/07/2019,69.29
Chandigarh,27/07/2019,69.24
Chandigarh,28/07/2019,69.15
Chandigarh,29/07/2019,69.01
Chandigarh,30/07/2019,68.88
Chandigarh,01/08/2019,68.83
Chandigarh,02/08/2019,68.68
Chandigarh,03/08/2019,68.61
Chandigarh,04/08/2019,68.53
Chandigarh,05/08/2019,68.39
Chandigarh,06/08/2019,68.3
Chandigarh,08/08/2019,68.26
Chandigarh,09/08/2019,68.12
Chandigarh,11/08/2019,68.03
Chandigarh,18/08/2019,67.96
Chandigarh,19/08/2019,67.89
Chandigarh,24/08/2019,67.97
Chandigarh,25/08/2019,68.03
Chandigarh,26/08/2019,68.11
Chandigarh,27/08/2019,68.11
Chandigarh,29/08/2019,68.05
Chandigarh,05/09/2019,68.02
Chandigarh,06/09/2019,67.94
Chandigarh,07/09/2019,67.85
Chandigarh,08/09/2019,67.8
Chandigarh,10/09/2019,67.84
Chandigarh,12/09/2019,67.9
Chandigarh,13/09/2019,67.97
Chandigarh,14/09/2019,68.04
Chandigarh,15/09/2019,68.1
Chandigarh,17/09/2019,68.23
Chandigarh,18/09/2019,68.47
Chandigarh,19/09/2019,68.74
Chandigarh,20/09/2019,69.07
Chandigarh,21/09/2019,69.34
Chandigarh,22/09/2019,69.6
Chandigarh,23/09/2019,69.87
Chandigarh,24/09/2019,70.08
Chandigarh,26/09/2019,70.13
Chandigarh,27/09/2019,70.28
Chandigarh,30/09/2019,70.35
Chandigarh,01/10/2019,70.55
Chandigarh,03/10/2019,70.46
Chandigarh,04/10/2019,70.29
Chandigarh,05/10/2019,70.02
Chandigarh,07/10/2019,69.75
Chandigarh,08/10/2019,69.59
Chandigarh,10/10/2019,69.55
Chandigarh,11/10/2019,69.43
Chandigarh,12/10/2019,69.34
Chandigarh,15/10/2019,69.29
Chandigarh,22/10/2019,69.25
Chandigarh,24/10/2019,69.2
Chandigarh,25/10/2019,69.09
Chandigarh,26/10/2019,69.02
Chandigarh,29/10/2019,68.96
Chandigarh,01/11/2019,68.85
Chandigarh,02/11/2019,68.78
Chandigarh,03/11/2019,68.73
Chandigarh,04/11/2019,68.65
Chandigarh,05/11/2019,68.61
Chandigarh,08/11/2019,68.7
Chandigarh,09/11/2019,68.84
Chandigarh,10/11/2019,69.03
Chandigarh,11/11/2019,69.17
Chandigarh,13/11/2019,69.27
Chandigarh,14/11/2019,69.41
Chandigarh,15/11/2019,69.58
Chandigarh,16/11/2019,69.71
Chandigarh,17/11/2019,69.82
Chandigarh,18/11/2019,69.97
Chandigarh,19/11/2019,70.11
Chandigarh,22/11/2019,70.25
Chandigarh,23/11/2019,70.34
Chandigarh,24/11/2019,70.43
Chandigarh,25/11/2019,70.55
Chandigarh,26/11/2019,70.64
Chandigarh,29/11/2019,70.69
Chandigarh,30/11/2019,70.743
Chandigarh,01/12/2019,70.85
Chandigarh,07/12/2019,70.76
Chandigarh,08/12/2019,70.85
Chandigarh,09/12/2019,70.9
Chandigarh,10/12/2019,70.9
Chandigarh,12/12/2019,70.85
Chandigarh,13/12/2019,70.79
Chandigarh,14/12/2019,70.75
Chandigarh,15/12/2019,70.66
Chandigarh,16/12/2019,70.61
Chandigarh,17/12/2019,70.56
Chandigarh,19/12/2019,70.55
Chandigarh,26/12/2019,70.6
Chandigarh,27/12/2019,70.66
Chandigarh,29/12/2019,70.79
Chandigarh,30/12/2019,70.94
Chandigarh,31/12/2019,71.03
Chandigarh,02/01/2020,71.15
Chandigarh,03/01/2020,71.25
Chandigarh,04/01/2020,71.35
Chandigarh,05/01/2020,71.43
Chandigarh,06/01/2020,71.57
Chandigarh,07/01/2020,71.72
Chandigarh,08/01/2020,71.62
Chandigarh,09/01/2020,71.68
Chandigarh,10/01/2020,71.82
Chandigarh,11/01/2020,71.87
Chandigarh,12/01/2020,71.77
Chandigarh,13/01/2020,71.67
Chandigarh,14/01/2020,71.57
Chandigarh,16/01/2020,71.44
Chandigarh,17/01/2020,71.31
Chandigarh,18/01/2020,71.16
Chandigarh,19/01/2020,71
Chandigarh,20/01/2020,70.9
Chandigarh,21/01/2020,70.74
Chandigarh,22/01/2020,70.74
Chandigarh,23/01/2020,70.56
Chandigarh,24/01/2020,70.34
Chandigarh,25/01/2020,70.09
Chandigarh,26/01/2020,69.79
Chandigarh,27/01/2020,69.71
Chandigarh,28/01/2020,69.6
Chandigarh,29/01/2020,69.6
Chandigarh,30/01/2020,69.36
Chandigarh,31/01/2020,69.29
Chandigarh,01/02/2020,69.16
Chandigarh,02/02/2020,69.06
Chandigarh,03/02/2020,69.02
Chandigarh,04/02/2020,68.97
Chandigarh,05/02/2020,68.97
Chandigarh,06/02/2020,68.88
Chandigarh,07/02/2020,68.68
Chandigarh,08/02/2020,68.47
Chandigarh,09/02/2020,68.26
Chandigarh,10/02/2020,68.12
Chandigarh,11/02/2020,67.97
Chandigarh,12/02/2020,67.97
Chandigarh,13/02/2020,67.97
Chandigarh,14/02/2020,67.97
Chandigarh,15/02/2020,67.97
Chandigarh,17/02/2020,67.97
Chandigarh,18/02/2020,67.93
Chandigarh,19/02/2020,67.93
Chandigarh,20/02/2020,67.93
Chandigarh,21/02/2020,67.93
Chandigarh,24/02/2020,68.04
Chandigarh,25/02/2020,68.04
Chandigarh,26/02/2020,68.04
Chandigarh,27/02/2020,67.99
Chandigarh,28/02/2020,67.99
Chandigarh,29/02/2020,67.93
Chandigarh,01/03/2020,67.79
Chandigarh,02/03/2020,67.59
Chandigarh,03/03/2020,67.54
Chandigarh,04/03/2020,67.54
Chandigarh,05/03/2020,67.4
Chandigarh,06/03/2020,67.26
Chandigarh,07/03/2020,67.14
Chandigarh,08/03/2020,66.97
Chandigarh,09/03/2020,66.74
Chandigarh,10/03/2020,66.44
Chandigarh,11/03/2020,66.44
Chandigarh,12/03/2020,66.32
Chandigarh,13/03/2020,66.18
Chandigarh,14/03/2020,66.05
Chandigarh,15/03/2020,65.95
Chandigarh,16/03/2020,65.8
Chandigarh,17/03/2020,65.8
Chandigarh,18/03/2020,65.8
Chandigarh,19/03/2020,65.8
Chandigarh,20/03/2020,65.8
Chandigarh,21/03/2020,65.8
Chandigarh,22/03/2020,65.8
Chandigarh,23/03/2020,65.8
Chandigarh,24/03/2020,65.8
Chandigarh,25/03/2020,65.8
Chandigarh,26/03/2020,65.8
Chandigarh,27/03/2020,65.8
Chandigarh,28/03/2020,65.8
Chandigarh,29/03/2020,65.8
Chandigarh,30/03/2020,65.8
Chandigarh,31/03/2020,65.8
Chandigarh,01/04/2020,65.8
Chandigarh,02/04/2020,65.8
Chandigarh,03/04/2020,65.8
Chandigarh,04/04/2020,65.8
Chandigarh,05/04/2020,65.8
Chandigarh,06/04/2020,65.8
Chandigarh,07/04/2020,65.8
Chandigarh,08/04/2020,65.8
Chandigarh,09/04/2020,65.8
Chandigarh,10/04/2020,65.8
Chandigarh,11/04/2020,65.8
Chandigarh,12/04/2020,65.8
Chandigarh,13/04/2020,65.8
Chandigarh,14/04/2020,65.8
Chandigarh,15/04/2020,65.8
Chandigarh,16/04/2020,65.8
Chandigarh,17/04/2020,65.8
Chandigarh,18/04/2020,65.8
Chandigarh,20/04/2020,65.8
Chandigarh,21/04/2020,65.8
Chandigarh,22/04/2020,65.8
Chandigarh,23/04/2020,65.8
Chandigarh,24/04/2020,65.8
Chandigarh,25/04/2020,65.8
Chandigarh,26/04/2020,65.8
Chandigarh,27/04/2020,65.8
Chandigarh,28/04/2020,65.8
Chandigarh,29/04/2020,65.8
Chandigarh,30/04/2020,65.8
Chandigarh,01/05/2020,65.8
Chandigarh,02/05/2020,65.8
Chandigarh,03/05/2020,65.8
Chandigarh,04/05/2020,65.8
Chandigarh,05/05/2020,65.8
Chandigarh,06/05/2020,65.8
Chandigarh,07/05/2020,65.8
Chandigarh,08/05/2020,65.8
Chandigarh,09/05/2020,65.8
Chandigarh,10/05/2020,65.8
Chandigarh,11/05/2020,65.8
Chandigarh,12/05/2020,65.8
Chandigarh,13/05/2020,65.8
Chandigarh,14/05/2020,65.8
Chandigarh,15/05/2020,65.8
Chandigarh,16/05/2020,65.8
Chandigarh,17/05/2020,65.8
Chandigarh,18/05/2020,65.8
Chandigarh,19/05/2020,65.8
Chandigarh,20/05/2020,65.8
Chandigarh,21/05/2020,65.8
Chandigarh,22/05/2020,65.8
Chandigarh,23/05/2020,65.8
Chandigarh,24/05/2020,65.8
Chandigarh,25/05/2020,65.8
Chandigarh,26/05/2020,65.8
Chandigarh,27/05/2020,65.8
Chandigarh,28/05/2020,65.8
Chandigarh,29/05/2020,65.8
Chandigarh,30/05/2020,65.8
Chandigarh,31/05/2020,65.8
Chandigarh,01/06/2020,68.6
Chandigarh,02/06/2020,68.6
Chandigarh,03/06/2020,68.6
Chandigarh,04/06/2020,68.6
Chandigarh,05/06/2020,68.6
Chandigarh,06/06/2020,68.6
Chandigarh,07/06/2020,69.2
Chandigarh,08/06/2020,69.8
Chandigarh,09/06/2020,70.34
Chandigarh,10/06/2020,70.74
Chandigarh,11/06/2020,71.34
Chandigarh,12/06/2020,71.94
Chandigarh,13/06/2020,72.54
Chandigarh,14/06/2020,73.14
Chandigarh,15/06/2020,73.4
Chandigarh,16/06/2020,73.85
Chandigarh,17/06/2020,74.37
Chandigarh,18/06/2020,74.88
Chandigarh,19/06/2020,75.42
Chandigarh,20/06/2020,75.91
Chandigarh,21/06/2020,76.24
Chandigarh,22/06/2020,76.56
Chandigarh,23/06/2020,76.74
Chandigarh,24/06/2020,76.74
Chandigarh,25/06/2020,76.9
Chandigarh,26/06/2020,77.1
Chandigarh,27/06/2020,77.34
Chandigarh,28/06/2020,77.34
Chandigarh,29/06/2020,77.39
Chandigarh,30/06/2020,77.39
Chandigarh,01/07/2020,77.39
Chandigarh,02/07/2020,77.39
Chandigarh,03/07/2020,77.39
Chandigarh,04/07/2020,77.39
Chandigarh,05/07/2020,77.39
Chandigarh,06/07/2020,77.39
Chandigarh,07/07/2020,77.39
Chandigarh,08/07/2020,77.39
Chandigarh,09/07/2020,77.39
Chandigarh,10/07/2020,77.39
Chandigarh,11/07/2020,77.39
Chandigarh,12/07/2020,77.39
Chandigarh,13/07/2020,77.39
Chandigarh,15/07/2020,77.39
Chandigarh,16/07/2020,77.39
Chandigarh,17/07/2020,77.39
Chandigarh,18/07/2020,77.39
Chandigarh,19/07/2020,77.39
Chandigarh,20/07/2020,77.39
Chandigarh,21/07/2020,77.39
Chandigarh,22/07/2020,77.39
Chandigarh,23/07/2020,77.39
Chandigarh,24/07/2020,77.39
Chandigarh,25/07/2020,77.39
Chandigarh,26/07/2020,77.39
Chandigarh,27/07/2020,77.39
Chandigarh,28/07/2020,77.39
Chandigarh,29/07/2020,77.39
Chandigarh,30/07/2020,77.39
Chandigarh,31/07/2020,77.39
Chandigarh,01/08/2020,77.39
Chandigarh,02/08/2020,77.39
Chandigarh,03/08/2020,77.39
Chandigarh,04/08/2020,77.39
Chandigarh,05/08/2020,77.39
Chandigarh,06/08/2020,77.39
Chandigarh,07/08/2020,77.39
Chandigarh,08/08/2020,77.39
Chandigarh,09/08/2020,77.39
Chandigarh,10/08/2020,77.39
Chandigarh,11/08/2020,77.39
Chandigarh,12/08/2020,77.39
Chandigarh,13/08/2020,77.39
Chandigarh,14/08/2020,77.39
Chandigarh,15/08/2020,77.39
Chandigarh,16/08/2020,77.58
Chandigarh,17/08/2020,77.73
Chandigarh,18/08/2020,77.88
Chandigarh,19/08/2020,77.88
Chandigarh,20/08/2020,77.98
Chandigarh,21/08/2020,78.17
Chandigarh,22/08/2020,78.32
Chandigarh,23/08/2020,78.45
Chandigarh,24/08/2020,78.58
Chandigarh,25/08/2020,78.68
Chandigarh,26/08/2020,78.68
Chandigarh,27/08/2020,78.78
Chandigarh,28/08/2020,78.88
Chandigarh,29/08/2020,78.88
Chandigarh,30/08/2020,78.97
Chandigarh,31/08/2020,78.97
Chandigarh,01/09/2020,79.02
Chandigarh,02/09/2020,79.02
Chandigarh,03/09/2020,79.02
Chandigarh,04/09/2020,79.02
Chandigarh,05/09/2020,79.02
Chandigarh,06/09/2020,79.02
Chandigarh,07/09/2020,79.02
Chandigarh,08/09/2020,79.02
Chandigarh,09/09/2020,79.02
Chandigarh,10/09/2020,78.93
Chandigarh,11/09/2020,78.93
Chandigarh,12/09/2020,78.81
Chandigarh,13/09/2020,78.81
Chandigarh,14/09/2020,78.67
Chandigarh,15/09/2020,78.51
Chandigarh,16/09/2020,78.51
Chandigarh,17/09/2020,78.37
Chandigarh,18/09/2020,78.12
Chandigarh,19/09/2020,78.12
Chandigarh,20/09/2020,78.12
Chandigarh,21/09/2020,78.12
Chandigarh,22/09/2020,78.04
Chandigarh,23/09/2020,78.04
Chandigarh,24/09/2020,78.04
Chandigarh,25/09/2020,78.04
Chandigarh,26/09/2020,78.04
Chandigarh,27/09/2020,78.04
Chandigarh,28/09/2020,78.04
Chandigarh,29/09/2020,78.04
Chandigarh,30/09/2020,78.04
Chandigarh,01/10/2020,78.04
Chandigarh,02/10/2020,78.04
Chandigarh,03/10/2020,78.04
Chandigarh,04/10/2020,78.04
Chandigarh,05/10/2020,78.04
Chandigarh,06/10/2020,78.04
Chandigarh,07/10/2020,78.04
Chandigarh,08/10/2020,78.04
Chandigarh,09/10/2020,78.04
Chandigarh,10/10/2020,78.04
Chandigarh,11/10/2020,78.04
Chandigarh,12/10/2020,78.04
Chandigarh,13/10/2020,78.04
Chandigarh,14/10/2020,78.04
Chandigarh,15/10/2020,78.04
Chandigarh,16/10/2020,78.04
Chandigarh,17/10/2020,78.04
Chandigarh,18/10/2020,78.04
Chandigarh,19/10/2020,78.04
Chandigarh,20/10/2020,78.04
Chandigarh,21/10/2020,78.04
Chandigarh,22/10/2020,78.04
Chandigarh,23/10/2020,78.04
Chandigarh,24/10/2020,78.04
Chandigarh,25/10/2020,78.04
Chandigarh,26/10/2020,78.04
Chandigarh,27/10/2020,78.04
Chandigarh,28/10/2020,78.04
Chandigarh,29/10/2020,78.04
Chandigarh,30/10/2020,78.04
Chandigarh,31/10/2020,78.04
Chandigarh,01/11/2020,78.04
Chandigarh,02/11/2020,78.04
Chandigarh,03/11/2020,78.04
Chandigarh,04/11/2020,78.04
Chandigarh,05/11/2020,78.04
Chandigarh,06/11/2020,78.04
Chandigarh,07/11/2020,78.04
Chandigarh,08/11/2020,78.04
Chandigarh,09/11/2020,78.04
Chandigarh,10/11/2020,78.04
Chandigarh,11/11/2020,78.04
Chandigarh,12/11/2020,78.04
Chandigarh,13/11/2020,78.04
Chandigarh,14/11/2020,78.04
Chandigarh,15/11/2020,78.04
Chandigarh,16/11/2020,78.04
Chandigarh,17/11/2020,78.04
Chandigarh,18/11/2020,78.04
Chandigarh,19/11/2020,78.04
Chandigarh,20/11/2020,78.22
Chandigarh,21/11/2020,78.35
Chandigarh,22/11/2020,78.4
Chandigarh,23/11/2020,78.46
Chandigarh,24/11/2020,78.52
Chandigarh,25/11/2020,78.52
Chandigarh,26/11/2020,78.63
Chandigarh,27/11/2020,78.81
Chandigarh,28/11/2020,79.04
Chandigarh,29/11/2020,79.24
Chandigarh,30/11/2020,79.24
Chandigarh,01/12/2020,79.24
Chandigarh,02/12/2020,79.38
Chandigarh,03/12/2020,79.55
Chandigarh,04/12/2020,79.74
Chandigarh,05/12/2020,80
Chandigarh,06/12/2020,80.26
Chandigarh,07/12/2020,80.55
Chandigarh,08/12/2020,80.55
Chandigarh,09/12/2020,80.55
Chandigarh,10/12/2020,80.55
Chandigarh,11/12/2020,80.55
Chandigarh,12/12/2020,80.55
Chandigarh,13/12/2020,80.55
Chandigarh,14/12/2020,80.55
Chandigarh,15/12/2020,80.55
Chandigarh,16/12/2020,80.55
Chandigarh,17/12/2020,80.55
Chandigarh,18/12/2020,80.55
Chandigarh,19/12/2020,80.55
Chandigarh,20/12/2020,80.55
Chandigarh,21/12/2020,80.55
Chandigarh,22/12/2020,80.55
Chandigarh,23/12/2020,80.55
Chandigarh,24/12/2020,80.55
Chandigarh,25/12/2020,80.55
Chandigarh,26/12/2020,80.55
Chandigarh,27/12/2020,80.55
Chandigarh,28/12/2020,80.55
Chandigarh,29/12/2020,80.55
Chandigarh,30/12/2020,80.55
Chandigarh,31/12/2020,80.55
Chandigarh,01/01/2021,80.55
Chandigarh,02/01/2021,80.55
Chandigarh,03/01/2021,80.55
Chandigarh,04/01/2021,80.55
Chandigarh,05/01/2021,80.55
Chandigarh,06/01/2021,80.82
Chandigarh,07/01/2021,81.06
Chandigarh,08/01/2021,81.06
Chandigarh,09/01/2021,81.06
Chandigarh,10/01/2021,81.06
Chandigarh,11/01/2021,81.06
Chandigarh,12/01/2021,81.06
Chandigarh,13/01/2021,81.3
Chandigarh,14/01/2021,81.54
Chandigarh,15/01/2021,81.54
Chandigarh,16/01/2021,81.54
Chandigarh,17/01/2021,81.54
Chandigarh,18/01/2021,81.78
Chandigarh,19/01/2021,82.02
Chandigarh,20/01/2021,82.02
Chandigarh,21/01/2021,82.02
Chandigarh,22/01/2021,82.26
Chandigarh,23/01/2021,82.5
Chandigarh,24/01/2021,82.5
Chandigarh,25/01/2021,82.5
Chandigarh,26/01/2021,82.83
Chandigarh,27/01/2021,83.07
Chandigarh,28/01/2021,83.07
Chandigarh,29/01/2021,83.07
Chandigarh,30/01/2021,83.07
Chandigarh,31/01/2021,83.07
Chandigarh,01/02/2021,83.07
Chandigarh,02/02/2021,83.07
Chandigarh,03/02/2021,83.07
Chandigarh,04/02/2021,83.38
Chandigarh,05/02/2021,83.67
Chandigarh,06/02/2021,83.67
Chandigarh,07/02/2021,83.67
Chandigarh,08/02/2021,83.67
Chandigarh,09/02/2021,84
Chandigarh,10/02/2021,84.29
Chandigarh,11/02/2021,84.53
Chandigarh,12/02/2021,84.81
Chandigarh,13/02/2021,85.09
Chandigarh,14/02/2021,85.37
Chandigarh,15/02/2021,85.62
Chandigarh,16/02/2021,85.91
Chandigarh,17/02/2021,86.15
Chandigarh,18/02/2021,86.47
Chandigarh,19/02/2021,86.77
Chandigarh,20/02/2021,87.14
Chandigarh,21/02/2021,87.14
Chandigarh,22/02/2021,87.14
Chandigarh,23/02/2021,87.48
Chandigarh,24/02/2021,87.48
Chandigarh,25/02/2021,87.48
Chandigarh,26/02/2021,87.48
Chandigarh,27/02/2021,87.71
Chandigarh,28/02/2021,87.71
Chandigarh,01/03/2021,87.71
